timestamp,fuel_price_vnd_liter,traffic_congestion_index,avg_vehicle_speed_kmh,delivery_fee_avg_vnd,freight_cost_index,rice_price_vnd_kg,veg_price_vnd_kg,active_delivery_vehicles,rain_flag,congestion_level,fee_multiplier,adjusted_fee,hour_timestamp
2023-01-01T07:00:00.000Z,21676,2.54,28.8,26742,99.86,14732,11979,22,0,normal,1.0,26742.0,2023-01-01T07:00:00.000Z
2023-01-01T08:00:00.000Z,21676,2.51,25.0,26378,99.91,14828,11870,14,1,normal,1.0,26378.0,2023-01-01T08:00:00.000Z
2023-01-01T09:00:00.000Z,21676,1.28,30.6,26847,99.83,14776,11742,21,0,free_flow,1.0,26847.0,2023-01-01T09:00:00.000Z
2023-01-01T10:00:00.000Z,21676,1.31,33.8,25343,100.09,14821,11991,5,0,free_flow,1.0,25343.0,2023-01-01T10:00:00.000Z
2023-01-01T11:00:00.000Z,21676,2.34,29.5,25727,100.08,14856,11894,19,0,normal,1.0,25727.0,2023-01-01T11:00:00.000Z
2023-01-01T12:00:00.000Z,21676,3.07,23.5,27104,100.02,14811,11995,19,0,normal,1.0,27104.0,2023-01-01T12:00:00.000Z
2023-01-01T13:00:00.000Z,21676,2.08,29.3,26202,99.84,14724,11666,58,1,normal,1.0,26202.0,2023-01-01T13:00:00.000Z
2023-01-01T14:00:00.000Z,21676,3.58,24.2,25172,100.03,14691,11677,64,0,normal,1.0,25172.0,2023-01-01T14:00:00.000Z
2023-01-01T15:00:00.000Z,21676,3.61,26.7,25675,100.09,14705,11622,79,1,normal,1.0,25675.0,2023-01-01T15:00:00.000Z
2023-01-01T16:00:00.000Z,21676,5.17,18.2,27088,99.94,14705,11641,89,0,congested,1.0,27088.0,2023-01-01T16:00:00.000Z
2023-01-01T17:00:00.000Z,21676,3.24,26.6,24661,99.94,14750,11812,76,0,normal,1.0,24661.0,2023-01-01T17:00:00.000Z
2023-01-01T18:00:00.000Z,21676,3.02,27.8,26062,99.71,14706,11633,79,0,normal,1.0,26062.0,2023-01-01T18:00:00.000Z
2023-01-01T19:00:00.000Z,21676,2.69,28.0,25109,99.79,14810,11900,90,0,normal,1.0,25109.0,2023-01-01T19:00:00.000Z
2023-01-01T20:00:00.000Z,21676,2.1,27.8,24897,99.98,14799,11863,98,0,normal,1.0,24897.0,2023-01-01T20:00:00.000Z
2023-01-01T21:00:00.000Z,21676,3.58,26.7,27426,100.11,14683,11860,83,1,normal,1.0,27426.0,2023-01-01T21:00:00.000Z
2023-01-01T22:00:00.000Z,21676,3.93,25.8,25717,99.99,14719,11786,83,1,normal,1.0,25717.0,2023-01-01T22:00:00.000Z
2023-01-01T23:00:00.000Z,21676,3.07,25.6,27244,99.78,14682,11745,92,0,normal,1.0,27244.0,2023-01-01T23:00:00.000Z
2023-01-02T00:00:00.000Z,21676,5.65,17.8,27114,100.05,14689,11719,76,0,congested,1.0,27114.0,2023-01-02T00:00:00.000Z
2023-01-02T01:00:00.000Z,21676,4.48,23.4,27859,99.86,14786,11962,92,0,congested,1.0,27859.0,2023-01-02T01:00:00.000Z
2023-01-02T02:00:00.000Z,21676,5.21,19.6,27536,99.79,14775,11769,84,0,congested,1.0,27536.0,2023-01-02T02:00:00.000Z
2023-01-02T03:00:00.000Z,21676,2.85,26.1,25709,99.78,14707,11738,98,0,normal,1.0,25709.0,2023-01-02T03:00:00.000Z
2023-01-02T04:00:00.000Z,21676,2.01,29.1,24259,100.05,14734,11712,89,0,normal,1.0,24259.0,2023-01-02T04:00:00.000Z
2023-01-02T05:00:00.000Z,21676,1.47,30.6,26626,100.09,14846,11754,54,0,free_flow,1.0,26626.0,2023-01-02T05:00:00.000Z
2023-01-02T06:00:00.000Z,21676,2.33,30.5,26395,99.77,14759,11687,17,0,normal,1.0,26395.0,2023-01-02T06:00:00.000Z
2023-01-02T07:00:00.000Z,21676,0.42,36.5,23963,99.7,14825,11376,28,0,free_flow,1.0,23963.0,2023-01-02T07:00:00.000Z
2023-01-02T08:00:00.000Z,21676,1.45,32.2,26749,99.9,14809,11627,6,0,free_flow,1.0,26749.0,2023-01-02T08:00:00.000Z
2023-01-02T09:00:00.000Z,21676,2.4,25.8,25765,100.08,14723,11311,17,0,normal,1.0,25765.0,2023-01-02T09:00:00.000Z
2023-01-02T10:00:00.000Z,21676,2.2,27.9,24313,99.64,14709,11295,17,0,normal,1.0,24313.0,2023-01-02T10:00:00.000Z
2023-01-02T11:00:00.000Z,21676,1.48,29.0,24843,99.87,14846,11323,24,0,free_flow,1.0,24843.0,2023-01-02T11:00:00.000Z
2023-01-02T12:00:00.000Z,21676,3.21,27.0,27181,99.57,14844,11541,21,0,normal,1.0,27181.0,2023-01-02T12:00:00.000Z
2023-01-02T13:00:00.000Z,21676,4.84,22.0,26468,99.93,14697,11545,50,0,congested,1.0,26468.0,2023-01-02T13:00:00.000Z
2023-01-02T14:00:00.000Z,21676,6.67,19.2,28317,99.73,14806,11371,58,0,heavy,1.3,36812.1,2023-01-02T14:00:00.000Z
2023-01-02T15:00:00.000Z,21676,6.96,15.2,27210,99.8,14697,11416,127,0,heavy,1.3,35373.0,2023-01-02T15:00:00.000Z
2023-01-02T16:00:00.000Z,21676,6.6,14.2,26270,99.77,14826,11404,131,1,heavy,1.3,34151.0,2023-01-02T16:00:00.000Z
2023-01-02T17:00:00.000Z,21676,3.9,24.7,25443,99.87,14667,11267,118,1,normal,1.0,25443.0,2023-01-02T17:00:00.000Z
2023-01-02T18:00:00.000Z,21676,5.81,17.9,28216,99.98,14745,11356,133,0,congested,1.0,28216.0,2023-01-02T18:00:00.000Z
2023-01-02T19:00:00.000Z,21676,6.29,15.5,26296,99.63,14734,11569,114,0,heavy,1.3,34184.8,2023-01-02T19:00:00.000Z
2023-01-02T20:00:00.000Z,21676,3.91,23.3,27669,99.97,14780,11407,134,0,normal,1.0,27669.0,2023-01-02T20:00:00.000Z
2023-01-02T21:00:00.000Z,21676,5.13,19.1,26184,99.74,14818,11282,122,0,congested,1.0,26184.0,2023-01-02T21:00:00.000Z
2023-01-02T22:00:00.000Z,21676,4.23,21.3,27897,100.02,14819,11404,134,0,congested,1.0,27897.0,2023-01-02T22:00:00.000Z
2023-01-02T23:00:00.000Z,21676,4.25,23.0,25280,99.64,14735,11611,119,0,congested,1.0,25280.0,2023-01-02T23:00:00.000Z
2023-01-03T00:00:00.000Z,21676,7.22,16.6,27744,100.05,14672,11582,123,0,heavy,1.3,36067.200000000004,2023-01-03T00:00:00.000Z
2023-01-03T01:00:00.000Z,21676,7.26,17.0,26221,99.99,14848,11594,127,0,heavy,1.3,34087.3,2023-01-03T01:00:00.000Z
2023-01-03T02:00:00.000Z,21676,8.18,10.7,27228,99.63,14736,11642,112,1,gridlock,1.3,35396.4,2023-01-03T02:00:00.000Z
2023-01-03T03:00:00.000Z,21676,4.53,22.0,27661,100.11,14849,11358,115,1,congested,1.0,27661.0,2023-01-03T03:00:00.000Z
2023-01-03T04:00:00.000Z,21676,3.29,27.8,25192,99.62,14685,11299,118,0,normal,1.0,25192.0,2023-01-03T04:00:00.000Z
2023-01-03T05:00:00.000Z,21676,1.46,33.8,26622,99.66,14810,11342,65,1,free_flow,1.0,26622.0,2023-01-03T05:00:00.000Z
2023-01-03T06:00:00.000Z,21676,1.15,33.9,25601,99.69,14823,11332,21,1,free_flow,1.0,25601.0,2023-01-03T06:00:00.000Z
2023-01-03T07:00:00.000Z,21676,1.35,31.2,26086,99.69,14701,11128,18,1,free_flow,1.0,26086.0,2023-01-03T07:00:00.000Z
2023-01-03T08:00:00.000Z,21676,0.83,34.9,24791,100.12,14857,11084,28,0,free_flow,1.0,24791.0,2023-01-03T08:00:00.000Z
2023-01-03T09:00:00.000Z,21676,0.64,34.4,26596,99.82,14678,11100,17,1,free_flow,1.0,26596.0,2023-01-03T09:00:00.000Z
2023-01-03T10:00:00.000Z,21676,1.07,29.7,26282,99.67,14843,10887,29,0,free_flow,1.0,26282.0,2023-01-03T10:00:00.000Z
2023-01-03T11:00:00.000Z,21676,2.39,25.8,27030,99.9,14710,11044,20,0,normal,1.0,27030.0,2023-01-03T11:00:00.000Z
2023-01-03T12:00:00.000Z,21676,4.73,24.4,25607,100.02,14846,11195,22,1,congested,1.0,25607.0,2023-01-03T12:00:00.000Z
2023-01-03T13:00:00.000Z,21676,3.04,29.0,25338,100.16,14726,10914,70,0,normal,1.0,25338.0,2023-01-03T13:00:00.000Z
2023-01-03T14:00:00.000Z,21676,6.51,16.5,28357,99.93,14738,10969,59,0,heavy,1.3,36864.1,2023-01-03T14:00:00.000Z
2023-01-03T15:00:00.000Z,21676,7.48,15.0,28205,99.64,14781,10886,127,0,heavy,1.3,36666.5,2023-01-03T15:00:00.000Z
2023-01-03T16:00:00.000Z,21676,6.97,14.3,27160,99.65,14767,11179,119,1,heavy,1.3,35308.0,2023-01-03T16:00:00.000Z
2023-01-03T17:00:00.000Z,21676,4.78,22.8,26581,100.13,14840,11174,117,0,congested,1.0,26581.0,2023-01-03T17:00:00.000Z
2023-01-03T18:00:00.000Z,21676,5.47,19.4,26761,100.03,14740,11030,126,0,congested,1.0,26761.0,2023-01-03T18:00:00.000Z
2023-01-03T19:00:00.000Z,21676,6.35,16.3,27448,99.66,14734,10896,112,0,heavy,1.3,35682.4,2023-01-03T19:00:00.000Z
2023-01-03T20:00:00.000Z,21676,3.06,26.1,26012,100.05,14736,10881,125,0,normal,1.0,26012.0,2023-01-03T20:00:00.000Z
2023-01-03T21:00:00.000Z,21676,5.13,20.4,26683,99.63,14771,10907,126,0,congested,1.0,26683.0,2023-01-03T21:00:00.000Z
2023-01-03T22:00:00.000Z,21676,4.64,24.7,26119,99.8,14665,11066,114,0,congested,1.0,26119.0,2023-01-03T22:00:00.000Z
2023-01-03T23:00:00.000Z,21676,4.56,24.5,26452,99.59,14769,10929,119,0,congested,1.0,26452.0,2023-01-03T23:00:00.000Z
2023-01-04T00:00:00.000Z,21676,9.06,7.8,27319,100.16,14781,11037,131,0,gridlock,1.3,35514.700000000004,2023-01-04T00:00:00.000Z
2023-01-04T01:00:00.000Z,21676,7.93,11.5,26937,99.78,14739,11070,125,0,heavy,1.3,35018.1,2023-01-04T01:00:00.000Z
2023-01-04T02:00:00.000Z,21676,7.16,13.7,28142,99.65,14825,11000,128,0,heavy,1.3,36584.6,2023-01-04T02:00:00.000Z
2023-01-04T03:00:00.000Z,21676,3.99,20.9,27786,100.06,14668,11019,111,1,normal,1.0,27786.0,2023-01-04T03:00:00.000Z
2023-01-04T04:00:00.000Z,21676,4.76,21.9,25818,99.82,14742,10944,127,0,congested,1.0,25818.0,2023-01-04T04:00:00.000Z
2023-01-04T05:00:00.000Z,21676,2.36,28.3,27023,99.95,14726,11092,54,1,normal,1.0,27023.0,2023-01-04T05:00:00.000Z
2023-01-04T06:00:00.000Z,21676,1.47,28.6,25828,100.09,14833,11019,17,0,free_flow,1.0,25828.0,2023-01-04T06:00:00.000Z
2023-01-04T07:00:00.000Z,21676,2.06,32.2,27030,99.73,14804,11350,7,1,normal,1.0,27030.0,2023-01-04T07:00:00.000Z
2023-01-04T08:00:00.000Z,21676,0.89,34.1,24921,99.9,14752,11270,11,0,free_flow,1.0,24921.0,2023-01-04T08:00:00.000Z
2023-01-04T09:00:00.000Z,21676,0.85,30.7,25791,99.67,14726,11193,19,1,free_flow,1.0,25791.0,2023-01-04T09:00:00.000Z
2023-01-04T10:00:00.000Z,21676,1.71,31.4,25673,100.08,14790,11319,14,1,free_flow,1.0,25673.0,2023-01-04T10:00:00.000Z
2023-01-04T11:00:00.000Z,21676,1.31,30.4,26824,99.77,14809,10996,28,0,free_flow,1.0,26824.0,2023-01-04T11:00:00.000Z
2023-01-04T12:00:00.000Z,21676,3.19,26.9,24775,99.87,14665,11189,7,0,normal,1.0,24775.0,2023-01-04T12:00:00.000Z
2023-01-04T13:00:00.000Z,21676,4.63,21.9,25308,100.01,14860,11366,57,1,congested,1.0,25308.0,2023-01-04T13:00:00.000Z
2023-01-04T14:00:00.000Z,21676,7.58,11.6,28826,100.12,14787,11071,58,1,heavy,1.3,37473.8,2023-01-04T14:00:00.000Z
2023-01-04T15:00:00.000Z,21676,7.55,13.6,26383,99.78,14743,11221,119,0,heavy,1.3,34297.9,2023-01-04T15:00:00.000Z
2023-01-04T16:00:00.000Z,21676,6.75,18.9,28646,99.62,14721,11132,121,1,heavy,1.3,37239.8,2023-01-04T16:00:00.000Z
2023-01-04T17:00:00.000Z,21676,3.38,27.0,24947,99.89,14790,11017,126,0,normal,1.0,24947.0,2023-01-04T17:00:00.000Z
2023-01-04T18:00:00.000Z,21676,5.96,19.1,25966,99.58,14823,11034,117,1,congested,1.0,25966.0,2023-01-04T18:00:00.000Z
2023-01-04T19:00:00.000Z,21676,6.34,19.3,26763,99.81,14833,10978,133,0,heavy,1.3,34791.9,2023-01-04T19:00:00.000Z
2023-01-04T20:00:00.000Z,21676,3.23,27.9,26789,99.82,14663,11340,133,1,normal,1.0,26789.0,2023-01-04T20:00:00.000Z
2023-01-04T21:00:00.000Z,21676,4.75,24.0,26908,99.85,14785,11069,112,0,congested,1.0,26908.0,2023-01-04T21:00:00.000Z
2023-01-04T22:00:00.000Z,21676,4.69,19.5,27881,99.82,14684,11146,123,1,congested,1.0,27881.0,2023-01-04T22:00:00.000Z
2023-01-04T23:00:00.000Z,21676,4.76,19.4,27069,100.02,14714,11188,115,0,congested,1.0,27069.0,2023-01-04T23:00:00.000Z
2023-01-05T00:00:00.000Z,21676,8.2,13.8,28252,99.72,14826,11305,119,1,gridlock,1.3,36727.6,2023-01-05T00:00:00.000Z
2023-01-05T01:00:00.000Z,21676,7.64,16.6,27967,99.88,14688,11260,114,0,heavy,1.3,36357.1,2023-01-05T01:00:00.000Z
2023-01-05T02:00:00.000Z,21676,8.65,11.2,27852,99.77,14752,11347,116,1,gridlock,1.3,36207.6,2023-01-05T02:00:00.000Z
2023-01-05T03:00:00.000Z,21676,3.95,26.7,26795,99.95,14666,11325,129,0,normal,1.0,26795.0,2023-01-05T03:00:00.000Z
2023-01-05T04:00:00.000Z,21676,3.33,26.7,27565,99.83,14716,11114,115,0,normal,1.0,27565.0,2023-01-05T04:00:00.000Z
2023-01-05T05:00:00.000Z,21676,1.27,29.0,26793,99.7,14770,11055,73,1,free_flow,1.0,26793.0,2023-01-05T05:00:00.000Z
2023-01-05T06:00:00.000Z,21676,1.4,33.6,24258,99.93,14666,11022,25,0,free_flow,1.0,24258.0,2023-01-05T06:00:00.000Z
2023-01-05T07:00:00.000Z,21676,1.51,32.8,25333,99.72,14845,10932,7,1,free_flow,1.0,25333.0,2023-01-05T07:00:00.000Z
2023-01-05T08:00:00.000Z,21676,2.45,28.4,26094,99.81,14734,10635,13,0,normal,1.0,26094.0,2023-01-05T08:00:00.000Z
2023-01-05T09:00:00.000Z,21676,1.29,32.9,26032,99.82,14675,10857,24,0,free_flow,1.0,26032.0,2023-01-05T09:00:00.000Z
2023-01-05T10:00:00.000Z,21676,0.98,31.4,24670,100.11,14821,10884,11,0,free_flow,1.0,24670.0,2023-01-05T10:00:00.000Z
2023-01-05T11:00:00.000Z,21676,2.61,28.4,27326,100.02,14669,10918,11,0,normal,1.0,27326.0,2023-01-05T11:00:00.000Z
2023-01-05T12:00:00.000Z,21676,3.38,25.0,25911,99.95,14768,10633,28,0,normal,1.0,25911.0,2023-01-05T12:00:00.000Z
2023-01-05T13:00:00.000Z,21676,2.83,27.2,25316,99.64,14725,10772,72,0,normal,1.0,25316.0,2023-01-05T13:00:00.000Z
2023-01-05T14:00:00.000Z,21676,8.34,12.5,28858,99.76,14686,10971,67,0,gridlock,1.3,37515.4,2023-01-05T14:00:00.000Z
2023-01-05T15:00:00.000Z,21676,8.59,8.3,28375,99.6,14731,10622,124,1,gridlock,1.3,36887.5,2023-01-05T15:00:00.000Z
2023-01-05T16:00:00.000Z,21676,7.94,10.3,29082,99.9,14737,10962,131,0,heavy,1.3,37806.6,2023-01-05T16:00:00.000Z
2023-01-05T17:00:00.000Z,21676,3.78,21.9,25133,99.64,14735,10938,131,0,normal,1.0,25133.0,2023-01-05T17:00:00.000Z
2023-01-05T18:00:00.000Z,21676,5.61,19.9,25662,99.59,14732,10864,118,0,congested,1.0,25662.0,2023-01-05T18:00:00.000Z
2023-01-05T19:00:00.000Z,21676,6.3,16.8,28585,99.79,14688,10995,129,0,heavy,1.3,37160.5,2023-01-05T19:00:00.000Z
2023-01-05T20:00:00.000Z,21676,4.92,21.2,26578,100.02,14684,10642,120,0,congested,1.0,26578.0,2023-01-05T20:00:00.000Z
2023-01-05T21:00:00.000Z,21676,3.05,26.5,25190,99.83,14856,10969,116,0,normal,1.0,25190.0,2023-01-05T21:00:00.000Z
2023-01-05T22:00:00.000Z,21676,4.88,18.6,27454,99.63,14736,10650,117,0,congested,1.0,27454.0,2023-01-05T22:00:00.000Z
2023-01-05T23:00:00.000Z,21676,4.28,24.8,27993,99.9,14857,10924,124,0,congested,1.0,27993.0,2023-01-05T23:00:00.000Z
2023-01-06T00:00:00.000Z,21676,6.88,16.9,28968,99.84,14690,10886,116,1,heavy,1.3,37658.4,2023-01-06T00:00:00.000Z
2023-01-06T01:00:00.000Z,21676,7.06,16.4,28929,100.15,14810,10747,126,0,heavy,1.3,37607.700000000004,2023-01-06T01:00:00.000Z
2023-01-06T02:00:00.000Z,21676,6.91,12.9,26453,99.66,14805,10792,134,0,heavy,1.3,34388.9,2023-01-06T02:00:00.000Z
2023-01-06T03:00:00.000Z,21676,5.08,21.7,27851,99.98,14772,10730,120,1,congested,1.0,27851.0,2023-01-06T03:00:00.000Z
2023-01-06T04:00:00.000Z,21676,3.82,24.3,25202,100.01,14708,10713,133,1,normal,1.0,25202.0,2023-01-06T04:00:00.000Z
2023-01-06T05:00:00.000Z,21676,2.02,30.9,25227,100.08,14708,10749,51,1,normal,1.0,25227.0,2023-01-06T05:00:00.000Z
2023-01-06T06:00:00.000Z,21676,0.3,31.7,24049,100.08,14720,10855,15,0,free_flow,1.0,24049.0,2023-01-06T06:00:00.000Z
2023-01-06T07:00:00.000Z,21676,2.2,30.3,25292,99.82,14802,10989,19,0,normal,1.0,25292.0,2023-01-06T07:00:00.000Z
2023-01-06T08:00:00.000Z,21676,1.46,33.7,24692,100.02,14693,11100,11,0,free_flow,1.0,24692.0,2023-01-06T08:00:00.000Z
2023-01-06T09:00:00.000Z,21676,2.52,30.0,27034,99.81,14699,11117,14,0,normal,1.0,27034.0,2023-01-06T09:00:00.000Z
2023-01-06T10:00:00.000Z,21676,1.55,33.0,26945,100.11,14821,10980,6,0,free_flow,1.0,26945.0,2023-01-06T10:00:00.000Z
2023-01-06T11:00:00.000Z,21676,2.19,26.3,24742,100.0,14664,10838,10,0,normal,1.0,24742.0,2023-01-06T11:00:00.000Z
2023-01-06T12:00:00.000Z,21676,4.31,23.1,25401,99.6,14848,10991,20,1,congested,1.0,25401.0,2023-01-06T12:00:00.000Z
2023-01-06T13:00:00.000Z,21676,4.05,22.1,25408,99.69,14822,11073,51,0,congested,1.0,25408.0,2023-01-06T13:00:00.000Z
2023-01-06T14:00:00.000Z,21676,8.58,11.2,28304,100.12,14701,11040,54,1,gridlock,1.3,36795.200000000004,2023-01-06T14:00:00.000Z
2023-01-06T15:00:00.000Z,21676,7.49,15.3,28846,99.91,14697,10928,112,1,heavy,1.3,37499.8,2023-01-06T15:00:00.000Z
2023-01-06T16:00:00.000Z,21676,8.44,12.8,28791,100.04,14768,10895,134,0,gridlock,1.3,37428.3,2023-01-06T16:00:00.000Z
2023-01-06T17:00:00.000Z,21676,2.89,29.9,25748,100.08,14749,11175,114,0,normal,1.0,25748.0,2023-01-06T17:00:00.000Z
2023-01-06T18:00:00.000Z,21676,5.88,21.3,28476,99.6,14845,11192,130,0,congested,1.0,28476.0,2023-01-06T18:00:00.000Z
2023-01-06T19:00:00.000Z,21676,6.49,15.3,27442,99.64,14727,10884,110,0,heavy,1.3,35674.6,2023-01-06T19:00:00.000Z
2023-01-06T20:00:00.000Z,21676,4.96,23.6,27610,100.14,14851,10915,115,0,congested,1.0,27610.0,2023-01-06T20:00:00.000Z
2023-01-06T21:00:00.000Z,21676,3.96,26.2,26382,99.94,14776,10851,114,0,normal,1.0,26382.0,2023-01-06T21:00:00.000Z
2023-01-06T22:00:00.000Z,21676,3.93,25.3,26869,100.01,14690,11196,122,0,normal,1.0,26869.0,2023-01-06T22:00:00.000Z
2023-01-06T23:00:00.000Z,21676,4.75,20.2,26306,99.81,14743,10900,117,0,congested,1.0,26306.0,2023-01-06T23:00:00.000Z
2023-01-07T00:00:00.000Z,21676,7.6,11.8,26399,99.72,14782,10846,125,0,heavy,1.3,34318.700000000004,2023-01-07T00:00:00.000Z
2023-01-07T01:00:00.000Z,21676,9.05,9.3,28621,99.63,14720,10853,114,1,gridlock,1.3,37207.3,2023-01-07T01:00:00.000Z
2023-01-07T02:00:00.000Z,21676,7.4,11.5,27033,99.7,14763,11033,134,0,heavy,1.3,35142.9,2023-01-07T02:00:00.000Z
2023-01-07T03:00:00.000Z,21676,2.98,25.4,26167,99.63,14793,10904,114,0,normal,1.0,26167.0,2023-01-07T03:00:00.000Z
2023-01-07T04:00:00.000Z,21676,4.65,19.4,27094,100.13,14744,11146,133,0,congested,1.0,27094.0,2023-01-07T04:00:00.000Z
2023-01-07T05:00:00.000Z,21676,1.27,31.6,25232,100.1,14823,11144,58,1,free_flow,1.0,25232.0,2023-01-07T05:00:00.000Z
2023-01-07T06:00:00.000Z,21676,1.15,32.5,24303,100.03,14825,10848,24,0,free_flow,1.0,24303.0,2023-01-07T06:00:00.000Z
2023-01-07T07:00:00.000Z,21676,1.07,29.7,26218,99.59,14856,11483,12,0,free_flow,1.0,26218.0,2023-01-07T07:00:00.000Z
2023-01-07T08:00:00.000Z,21676,2.65,29.8,24910,99.89,14668,11296,22,0,normal,1.0,24910.0,2023-01-07T08:00:00.000Z
2023-01-07T09:00:00.000Z,21676,1.67,27.9,24414,99.72,14694,11291,23,1,free_flow,1.0,24414.0,2023-01-07T09:00:00.000Z
2023-01-07T10:00:00.000Z,21676,2.68,26.9,25355,99.62,14831,11288,20,0,normal,1.0,25355.0,2023-01-07T10:00:00.000Z
2023-01-07T11:00:00.000Z,21676,1.12,31.9,23995,99.59,14831,11326,9,0,free_flow,1.0,23995.0,2023-01-07T11:00:00.000Z
2023-01-07T12:00:00.000Z,21676,2.79,27.7,25504,100.0,14709,11356,23,0,normal,1.0,25504.0,2023-01-07T12:00:00.000Z
2023-01-07T13:00:00.000Z,21676,2.31,27.4,26538,99.8,14859,11295,60,0,normal,1.0,26538.0,2023-01-07T13:00:00.000Z
2023-01-07T14:00:00.000Z,21676,4.33,24.2,27391,99.93,14691,11515,70,0,congested,1.0,27391.0,2023-01-07T14:00:00.000Z
2023-01-07T15:00:00.000Z,21676,3.45,24.4,26061,100.04,14845,11389,81,1,normal,1.0,26061.0,2023-01-07T15:00:00.000Z
2023-01-07T16:00:00.000Z,21676,3.3,24.3,25186,99.84,14789,11421,85,0,normal,1.0,25186.0,2023-01-07T16:00:00.000Z
2023-01-07T17:00:00.000Z,21676,2.89,26.6,27403,99.65,14846,11346,92,0,normal,1.0,27403.0,2023-01-07T17:00:00.000Z
2023-01-07T18:00:00.000Z,21676,4.09,21.2,27402,100.14,14851,11488,95,0,congested,1.0,27402.0,2023-01-07T18:00:00.000Z
2023-01-07T19:00:00.000Z,21676,3.35,28.4,24669,99.96,14692,11612,79,0,normal,1.0,24669.0,2023-01-07T19:00:00.000Z
2023-01-07T20:00:00.000Z,21676,3.04,26.8,26359,99.69,14766,11582,98,1,normal,1.0,26359.0,2023-01-07T20:00:00.000Z
2023-01-07T21:00:00.000Z,21676,2.87,24.8,27310,99.98,14736,11634,87,1,normal,1.0,27310.0,2023-01-07T21:00:00.000Z
2023-01-07T22:00:00.000Z,21676,3.06,28.2,27333,99.83,14855,11433,95,1,normal,1.0,27333.0,2023-01-07T22:00:00.000Z
2023-01-07T23:00:00.000Z,21676,3.66,26.1,25968,100.05,14855,11354,99,0,normal,1.0,25968.0,2023-01-07T23:00:00.000Z
2023-01-08T00:00:00.000Z,21676,5.73,18.5,27377,100.01,14785,11266,90,0,congested,1.0,27377.0,2023-01-08T00:00:00.000Z
2023-01-08T01:00:00.000Z,21676,5.81,21.6,27422,99.73,14717,11555,94,0,congested,1.0,27422.0,2023-01-08T01:00:00.000Z
2023-01-08T02:00:00.000Z,21676,4.31,22.9,27202,100.02,14782,11374,79,0,congested,1.0,27202.0,2023-01-08T02:00:00.000Z
2023-01-08T03:00:00.000Z,21676,2.9,25.2,27310,99.9,14781,11554,78,1,normal,1.0,27310.0,2023-01-08T03:00:00.000Z
2023-01-08T04:00:00.000Z,21676,3.79,26.1,26217,99.98,14700,11550,77,0,normal,1.0,26217.0,2023-01-08T04:00:00.000Z
2023-01-08T05:00:00.000Z,21676,2.56,30.4,24544,99.81,14801,11376,59,1,normal,1.0,24544.0,2023-01-08T05:00:00.000Z
2023-01-08T06:00:00.000Z,21676,1.6,29.1,26166,99.64,14692,11599,6,0,free_flow,1.0,26166.0,2023-01-08T06:00:00.000Z
2023-01-08T07:00:00.000Z,21676,1.48,27.9,26794,99.6,14677,11374,20,1,free_flow,1.0,26794.0,2023-01-08T07:00:00.000Z
2023-01-08T08:00:00.000Z,21676,2.14,29.7,26813,99.29,14789,11300,11,0,normal,1.0,26813.0,2023-01-08T08:00:00.000Z
2023-01-08T09:00:00.000Z,21676,2.68,28.9,24477,99.47,14826,11189,25,1,normal,1.0,24477.0,2023-01-08T09:00:00.000Z
2023-01-08T10:00:00.000Z,21676,1.32,29.9,26543,99.62,14675,11116,17,0,free_flow,1.0,26543.0,2023-01-08T10:00:00.000Z
2023-01-08T11:00:00.000Z,21676,0.7,35.8,24106,99.69,14784,11142,12,0,free_flow,1.0,24106.0,2023-01-08T11:00:00.000Z
2023-01-08T12:00:00.000Z,21676,3.8,22.4,27758,99.7,14857,10994,26,0,normal,1.0,27758.0,2023-01-08T12:00:00.000Z
2023-01-08T13:00:00.000Z,21676,3.51,27.0,26937,99.6,14855,11291,72,0,normal,1.0,26937.0,2023-01-08T13:00:00.000Z
2023-01-08T14:00:00.000Z,21676,3.65,27.0,25144,99.43,14718,11124,63,1,normal,1.0,25144.0,2023-01-08T14:00:00.000Z
2023-01-08T15:00:00.000Z,21676,4.08,21.6,25229,99.28,14859,11211,77,1,congested,1.0,25229.0,2023-01-08T15:00:00.000Z
2023-01-08T16:00:00.000Z,21676,4.63,22.0,25965,99.13,14755,11261,90,0,congested,1.0,25965.0,2023-01-08T16:00:00.000Z
2023-01-08T17:00:00.000Z,21676,3.56,22.2,25420,99.26,14684,11338,79,0,normal,1.0,25420.0,2023-01-08T17:00:00.000Z
